H(firstname),H(lastname),city,age,sex,vote
932d7ff4e1c327f2a194ba35e1a4615a21686a97c0919f0d6921def0681b1cd4,3efe2bd37e4ce031a98d58a1c1cb2a4b8a5422ab0cc8ddbc08f9c1df8d39550c,Brant,20,Male,Orange
fafa6bd9ebb82614d1589355f42487de67e7691a22bcd6324b28ada4c2d03971,bf0e329959627fcb62b78a11949025171969b4ef887ef253d95bd083c3e08acc,Scotstown,20,Male,Red
a951f7878a4c74615235207a71975bc7b7c68041ec4de39412b82b0177f487e9,475ecf41c8a7c529d5588d12d7ba5be778aa22941e22cd6f938d16719b92de5e,Donnacona,75,Female,Purple
f2cb76367f7264d385eef5df0dec9c8586c6a1ad54ca43dab09ee0963a81b9e6,957b9c26aaa34267dba0167eac8e1365b006503b18bf7a50e59cb40535f4eabe,Sainte-Anne-de-Bellevue,95,Female,Blue
d182295de150cdf8d20b1b77549f8bcc2953e10fb5d5fc8468c19f6531d7989d,ccb5d39b84f74c25249d944366336129748871ce6641118441ef8cfd6ff3236a,Haldimand County,80,Male,Orange
5505221fd2c351d880654b551eb2af7555e2217649a205dbb455be6db76ff854,cf95f37d09f69999099472d6d704cea573838d1ce24df1b433499f0ebd157ca2,Val-d'Or,95,Male,Purple
f8524f85e94cc226118d70fe1876aa2ca45c0e7f4bb11d402902f8406e480844,6b12f11e5ff3d123a17c92da8a163a8f3ba57daef072348ad6a68a0899c31583,Dryden,30,Female,Purple
245d9dfa22538054f6e35408acfef2a54682ae90039b4ab49849937c80d34bf7,1e4b0aff7d9f7842662e0f6afb11312a5e5cf43f38b17b1b8bbb6ce20b3ec4e9,Saskatoon,45,Male,Orange
3e183df833bf31f0c4881b528c1472a07ef92d9d4546a36e128c8a670161cfc3,480626ff091a9d84054bbc37099bef44ca7d3be8a25b1b405ecf387c350e124e,Saint-Charles-Borromée,50,Female,Orange
4cfd6f170b7d269ba4f9cd3d71e09027b4358a6b0e7981722f90b8a4b0de2edc,4f2831a828b6296e7111aee3b8b13e3ff315abfac76085e9af1c253868aeddb8,Lachute,60,Female,Green
af48288b9dd558da3e1df76b2288c3a8a2f9c4f3bbc0fb8e323e3fc27143afd4,6dbbef4951d3f4014e5c6885bd5c278259fb46d29dd09b33274fd5b3c4e4eea6,Carleton-sur-Mer,70,Female,Purple
4e4932a66724bd9208a7673d1e89dbedb6b492d6982f38f27e80f89fda39af06,dd20224aa744547546d8f8a986206057929395626dfbacb4c1275f47b901d32a,Martensville,60,Female,Green
7a227abb7f8badcc37b1c23eb2aae254c5f8b805582508164a47b50f998aa373,2e22445a14b6241f9e10d9ec2d86fee6a2a9d96ac30d50b8032e6f1d83736a4d,Airdrie,75,Male,Blue
87a5f0942dc744c303b1e055bcd823822ae14aafa7e9e5627d506f51bfc4269c,f8211b6e22cd70fc2bc83d03b8acd963c6f4113beb8eda24dcc4c22874f6afe8,Forestville,55,Male,Orange
32dda6db421ac679f833b978885cea49b0b7e167da6cb4fbba538a82c93f5c9e,e65488616e8ab2e78493365ed72c9b6b7828a9e6fc447e094e7e726515e815b7,Saint-Hyacinthe,40,Male,Blue
4d1972a6c3ea9026fb5ad9ea0ae3b7c83978aad34d4cd2ffbe70df814b006cc4,2d34a759046592e80e2a6753fbd2ddf86ef69b382ce6b1373cca235502ed7513,Kimberley,100,Male,Red
701f47f04a3aa74b05e4b88e9acb2d22858c3e0400140dfd27c51df34b42a44a,23bc2e9521892484e95b414e90f4938043e59b423024f87720bf2609346a2d60,L'Ancienne-Lorette,90,Male,Blue
1c94138423e450fb65ef2c5999bf7063fd3e03ed4e221a20f9405270a5e3e979,358cbdcf4bcebb8d883ebca042f41b11a747f972af721f0ebdca84261ec5df6d,Pembroke,45,Female,Green
8f17f50261adb8db44ecc030fc1f6d6ff6ff82caa5d2227a7e41dd8ef19c5e4b,4edee8f4d3a4317079ac2c1feb9d9eb234c2fb5f264a9e1ccc4e8804bacb7c39,Mirabel,70,Male,Orange
32f24964467448be3bcedf64cd6c4478c00cba6bbf1983bfc7a41a01af034953,d30916055f57e0190a2457274c1819004d8f2063d2e61bab637cffd1e4d6a6da,Pickering,30,Female,Orange
a2b31934fcd4b524b143ad3da565c0d7dc9530c150a5754be21137bca2fa8f63,316882f571c900f88b9c8c81a965af59e1f8649faaf5cf01f2363b452c4b4bbb,Victoriaville,60,Male,Red
40ae698c541c91bc2ef449f02099749aff2cf11923537623a808945e8b0cd3f7,5d5b7de4e5bb6f81fa343ce92141291dae4fc9270eb3b7eab45b9275c67097c1,Saint-Joseph-de-Sorel,25,Female,Orange
4d94af179272e56c98dadf07ec0ee890c7e5063a55fbdbce03ff7d7a77dc0412,a7c4c374c360c0688b676e071fb49cd3b404eab6786989734df3249bb50d9753,Selkirk,65,Male,Red
4a1d85ecb01fdc50a0d86fe27eacb503b33c2afe46e986603b4aad15cb9037ab,0d24d0bc21deda08ada885565a41986f044338ab7737ce63ce04afc55e1b2624,Peterborough,65,Female,Green
0e64e2008e07b96b1deee6ec4fe46d6022d99efe2fddb60dcc7eae84a73ce63b,2c1d51394e07bf0a2d4af367c62b05b8e20d998ed604c2a256a9118440dc97b7,North Bay,45,Female,Orange
461785868241b7be9696f9501be3707ea3db47ccd16ad84c1d4dc84f75f6012f,452cfe7f2f8bd19a91ebed699b16c039669618392d137aa60873dd893f2abc17,Sainte-Anne-des-Monts,60,Male,Orange
c31afae615eb72de6caf8c1b61c61ec501165f1de7e586200ea149bbcd651be2,0201b8a1b2cdb86d746bdc6994b376ee329fefd4b0525677183cbdc0ce4df296,Saint-Joseph-de-Beauce,95,Female,Red
565f3f2cd8d15452698546d6256bafb4d3809539f967104ed5d67e29f3eeb309,e94ddeaf1c75f76af67028f7297733694a8237735a5a0d731036a7cace1904ea,Salaberry-de-Valleyfield,35,Female,Orange
ddb238c4b72ba7a07d29f96e79f35b9e46ea9277a206e6128f8bd8fe2a977bc1,7b83081a5d3792f2f6da603229c2b5852b29978cf0a8734e3bc00fd61e74cb1a,Saint-Basile-le-Grand,100,Male,Green
6eca0bd65b208689e9234523f399550352185aa4cddbc3b5f455f8c51749353d,975f8a546bf8fe8fb86a70052a09585b540ee3cb32bf0a1dd19247cd6c4252d6,Lachute,35,Male,Orange
af2c65e9c101d7bfed4434149445cf53937f1d9df0a14018293f3b9e48e9c48e,83e0098795815ea07ddc9da897b0c141392efdbd6c1c5ebb53d254d9763a7749,Richelieu,80,Female,Orange
1dd4b7e664924098d158de537385dac99ceaa8d6d817fabe20011062d72f3df0,f5228e6a851dbe2dd443ee8254683ec8c8c75f71da28692e24823641acd2dc85,Saint-Hyacinthe,90,Male,Blue
37175c861b5bd019dd968f7b139465e5cc54509eaa162aa387438b0567095cb2,890e78ce90e22d645bd9d488d10a7b77391c20736d42054dd677f72821a89437,Trail,55,Female,Purple
5d698b520853243c6772afa7e8ff59a20e7db97cafc6959187e61b0a7295a65a,e38e700c5be682a2af39329d09fe16d16172d9a12db454948b990fb86bbfa34e,Guelph,80,Female,Green
c278d917bb45751cdef63b86cfb2e3313a057a538ca1f966a0b295e19afb7166,b9eb52ebe50aaa9d7b2c3f8609e2b98fb73b48bb4fb34b5f8706a212fb29e174,Weyburn,80,Female,Green
5f150b95edeb41cdcfa03d91cb26e9f4e61117b329ce425d636377e1a84d1a1b,3787afd8f3d5d4a6c6e37cdedad9372593cedbc359f22d88e5819bbf3e002d35,Flin Flon,90,Female,Purple
3bb498030b7d201067a5ef07a09404c692f76f253c673a84aba18468d52db17b,905c8b9faf8d6204804c0270e861a6dc8e7fc5395533270d173b21c81d1fcede,Kenora,60,Female,Purple
e0a8cc0994ae21b06229e38ced53fb020bb1a55836c7532f92bf6f63bdada595,a72a06915d8d2d9a725867428b6a1b548f8f4e3a88f3deb59add064f9b32bcf0,Richmond,90,Female,Purple
699ea441779275f17b8643d3295de8087317c7e3d8b3f195d37f5423a56aa590,150abec65c62e400885553a465f42fa42532668d35516bfadcb463fb221a8593,Beauceville,40,Male,Red
aebdb7dba381b493b9a640fcfb88631a0903f5086dca1bee40a10d2539bf5db7,a6d1d5814898c07e3c72975c4004e4a432e2f862e06a5f901de4a10b7b7532f1,La Pocatière,20,Male,Green
779b9b9d0f8054f1e8d9bad752fdcca921a6b9a324fc8f5f6144f8895afe1e3b,721617e107e313c7a697769e4e2cf1604731a2a631e570f7d347cf20db5b7a53,Carleton-sur-Mer,45,Male,Green
5f2c2876672a0e9b5bd54495eeba395100a49578bbb81455e3d5adf30d1556d8,adc0ced191b53f5cbc1ae06a8594e86afdd9b1f63d8af0513c2e38a6470695ba,Dauphin,45,Female,Blue
7ea0dafa0a49eff0ed55c185d03a32df91dbb5bcaac317dce8174d8658930124,408833ea99c24f515372ffca13f4517f6d4047d05f5a510cb226fd12979f6168,Corner Brook,35,Female,Blue
904fb510961bafc6d82578244b9285f84bd56c75277e8ebdac2ce49a6e0bef5b,e68a31969847b2c55e424add7eee5dd6ca844bf20e2e31d16aecad4c7e56d4fb,Montmagny,35,Female,Purple
782990bc7d90028b00658ae3457c5f6faa204d95107facd9251d7a866b423b83,4abaf3a29a67bdf343f54b68bfd664a66b1743564b576b0a4edd714981c1296c,Revelstoke,60,Male,Blue
5d78db6ff88f4b03b414ab57fc9b639b95958d3492cd83949f3d917e57313a1c,ad9b362f191f70a3695d125fff687a6d0620892b0cfc39e37a84a758d07c9f33,Thorold,45,Female,Green
082eacd88aee8c984ec4857b513e9c5ec5bae5ed538718f89fcf967a5e749d7e,f701557f987f2b2de75cfe16985f17b8412b0731cb58545412a2b745cddbd6fa,Bedford,70,Male,Blue
bc2d49f67e4a301075fb7320e2d1d063620be1eb897b6f7b1de9c98d66ceb78c,baad1103acb169d19753c2c15bb634759ed184fd8f9b0407c626edeb00afdfcf,Windsor,95,Female,Orange
57350d178a49b45594a09862dcbe95a76058853cdc3556e2e53ff0999030a43f,7aa682c3a83cd42a894766d2b73e0929b66dc8b612effe2b3a4b4365a796e2e9,Terrace,45,Female,Orange
eb796732a4c5cf58950373b08909ef60f4ad661c27aee4dcdaaa17aea44c08e8,45c64b8ced0a4d208555fe76bec0b511d84a1b3f6d07da82b2088a2c74177bd1,Chestermere,40,Male,Red
e17ba44ce3c1c755708bf62ced36430a8b24770c8458e62731e1dd0e7c247ea3,7957cc805d30817bb5dff0b5229900d88dad4b20876032a0f987d024cd0e0515,Sainte-Anne-de-Beaupré,35,Male,Blue
7d503925329de7b8de4f3c2a83779e17fc902acfb8c539271101ebc4e880ba02,0a0a6e54e19e6f55c9f6ba0613fbfc7dfa26ba081d4d37c719b0e66f799420cf,Saint-Philippe,30,Female,Orange
854a0ded93bcda9ae1ea2cd1f7ab302b1b798231bca1af14ad9763acfc4716e6,aa3dfe6567427016751e93eb1fe9af83f727922904c7486ac3c0d775adb03669,Trail,95,Male,Blue
0c0e053e895d6ec572418ab7811cb209b5312721e7a5c3e638a6f9224c514377,6b56c2670591faab930b45372dc245f8d19c0fe41ed02aeb6b1f35a5a2c285fc,Témiscaming,70,Male,Purple
a6522f87c202535c6dc1e7c0c665d756a98e439dcb7242b4122b33ae2d9f7eb0,14b200e91f78f5b01f907b508b5e1bab94671d936a0ad7f0f7ba7b6b554049c4,McMasterville,90,Female,Orange
fc31de9187767a7a3064e2f1624cea85c38ff8823f48ae7160375f972858a776,b369f51caa370976654f6e080a3cc19d358123a726e3e292f73ea59ca0cc8696,Richmond Hill,85,Male,Green
a9cb53ea5043d3b4fa2d44317cec942082d8d28a8b555e25e5effc33955be378,02af6fa95ebc9561097b4fd679cde50de598d5682013c1a729e9afdc8ed9b5af,Valcourt,60,Male,Orange
a9b1f456a5966b52dffe11661a3117c803e258b2a1a8999261014ac56c7476ca,40a5dc2824afeac20c14d0d01540762b78842156cc41bc920820fd206fea6e89,Charlemagne,35,Female,Green
2b45edd3a81d651f9a23c1fd1dc4bcc7dd738499b24b696415ce55e3b8e9260e,8b951278a8ddd2cd19375373d3686d162128599e4f7992b5aceb5b67bf6d69d4,Cold Lake,65,Male,Green
9b6fe92a8a56299bc38d7d2aed12979b29081d45268d93ef6e807906ffa973bc,78427d889f9bc8b2e1d67980ca7b855e5b332b7e37c3e269fc9b6e1ed85c2896,Val-des-Sources,95,Male,Red
f06a39e3b06ce3483acb197331e73d8341c9a9eb5f54231b487fa9130576811e,de4b184a28ea568e39e556eb0e1e1d129da9cc167a7653f33f9a91ecb1f340b8,Dauphin,75,Female,Blue
1eff6869393a633a83335bc1513cb5db20a4de5faf996d445fdf632f2b6d346b,04ec20ef0c5c42b65c93e1d059b88c9e99736c0c8ea8c5410b81763ced13e75f,Prince Albert,85,Male,Green
9a414e13911ba7ee2e5d10bafe29723b87baf5bb938f120da13cf0de33874c3c,df799042acbc86708a9e3dfd847988aefddafa299807608b4d059e060a5d30de,Thompson,65,Male,Purple
13b27b5ee276bf647e681816e8a97e7c79393ead830c342afb2d876b4a556dea,db3e80d35d8aa22c839804ec56aae64e57539bac53960db15cd5896537a43ac2,Laval,20,Male,Purple
083f5d6ebce3e69037a16d9b9f4a56dd64c68ed32cbbf8a127e7414d3778c17d,2855d142fc6abc2987e253350a079a7bc72b59106f5bb87c759a8693ea5e81ec,Baie-D'Urfé,55,Female,Green
f8f2f54fff1f635bb40bfb47a3e21bf8d0905cc40f6ba06ef5fc4d85665f8006,5c2e565d75f9ca591336cf9913d35e736736aae65fe29654cbe772eee663dff6,Airdrie,30,Male,Red
c8923a5df763d478aaeacf4761e34bc6d8268edab26cc80aa570bfa40a68f36f,a36262a61f7f5d7cacc02a0999cb9b751e04bece8be1528c1d5f5e8c69aabf2d,Montmagny,60,Male,Green
c79007f44dc7e7fdd3b3b87e7ec8702d3149435d9758d3c8e5751052fb9af027,5c335223acc82013b22a25d31e4df4fe38c77a04ec3b5b0f43de9e6beaf3cca1,Coaticook,45,Female,Green
dea3e064dcbd83badd23c166c750067dd7b66ef34dc4c37e59d7d5c02646b710,071c9eb6f465259172cac186c40f6d4beac4e15a4e1302981e6529201a33b7a2,Delson,80,Male,Red
93b26c0d4edcbb36c6b6517c4a78a785e25612ca044468920f5a8a7bd44e576d,9dd44a1472b6524b5994b7b31fb2223ed0c8c7bd64150f9620a161664a8bd53c,Edmundston,90,Female,Green
a5e8ea83deef417cb71035163d20c2058d674e64b32a6b8c4c97ccc6748698d3,ba1279d6635fc5444562791b3dd94eda1a5f8a91e65aa0004964fd5050d53b8a,Cap-Chat,80,Male,Purple
a5f1bd2ca006452be927d365d8c34bd9650b00172908eba7fcb0a443f37d313a,da7be4c8758dde5fb460f33beb84cb6fd5db61a7036877f92c017fadc3bc75d6,Clarence-Rockland,65,Female,Green
3846276e490c22dec5ad1e8280d39675a22b202d45e5c069a6adcbcdb1bf8875,243480970e2f7579e5906eb080250f6f3919ed7bdf2b14de33b77d4dc05e672c,Kamloops,65,Male,Blue
4b2aeef9b45b37a36e48693cacf3b665da8ae86a0a58eb3643d1c794fd79a846,40c72a01850c158b6329940227f2ea2829b15141f3daa39630e7e634621d8cc4,Elliot Lake,25,Female,Orange
8d9a2441a7484b6107e4c30315011187a4a09e95c816f053a843877da5bee17f,478b7fedfccebc0148014356c76402ce0ced8039c3dbc7c6e1a7c7d111976767,Peterborough,35,Male,Purple
44910b652ed42b954445b55427720830a6ac735f8f2348fdaaa452b91a07bd93,0462c3e4e35955d0ccf721bf6cfa5822f06398b3af1b8c27eb91a1617093bd54,Wetaskiwin,75,Male,Blue
4cdf845fa37a32f733983e78f38713450e0c1cf29edc2347e13c4c097db1ea1d,ef8919c1de4c8791e52a18260b19bb508b01148878cd7a430417b59d87f7c1bc,Gracefield,30,Female,Blue
382ee52b0e250ce7c853f1cd33e05305d8a1b7e30944fdee8afbaefe9badc090,5a1e92eca6e6cf316f65d77b2f6995a887d487e667290d0c553fcd87453ced62,Saint-Eustache,40,Male,Blue
93ab5e649f03dd36cd4d0eb61b51c74eb52c13a9061909fd8988103775ba4738,ea32d8e8cd580825e27700480af8717e1fed730e54886fdc854b2b191868740d,Orillia,85,Female,Green
6a3ad13d68fa24dcf87d0ad42da71b12ea190625afe632ba9abc204fa41261e0,c327adc0caecaeacc751afb5253d6d4bd87abee275994d64c363de1c9b44de02,Lloydminster,75,Female,Orange
f0e6edcc39ee4aed533b9cb60294c4f1b10cbcc2a109abf0741209602deaaf69,601d10e9811b6520e9ba22898362438fdd3b704aafc278f9f329ab51007914e9,Matane,65,Male,Blue
fa5dbcfd325f7b343f1f8bbb577fedb7b211825df2e7f924c45e817851cbb924,39b9fa150a3cd79da8c64db5e5da842a32040d1bb301add0983324d40dc2971b,Mont-Royal,90,Female,Orange
0069f8ab0ec11ca88a997781a23fc5469d9098499bf4def9fd87ab8bec677905,07df21ed733c83cf2665c4a4f29f9352edb685b2616cf5455c38ac40a0f9bda6,Richelieu,50,Male,Blue
71ea90d386661a8949dbc969cc8fc06834ecb1549afece17df455e7c880328e3,64ac880e7bc92b4e615be8be89299fdd6ea65985c9e2d9c5993e5b115751a2b5,Wetaskiwin,75,Male,Blue
8a5250b72e4248676eaa89fce28174a0ca6815c5f7aaf06bfd23fcbf2793c78b,9b5fcd77ad940eef3cb3315ff4a5d0a805dd46f8fd897d7481c1ee11d5cf6227,Thurso,100,Male,Red
fc72b8b25ef06201eac2003030ee44041d660b9df97d3f670a03f54878e16d64,66954537b70a03f2eb9c1fb20350421de9efe10887fd20fabc6cb497ed256614,Témiscouata-sur-le-Lac,65,Male,Red
92b928075ad99cc9a1fe4d0c1fe892fd82cdbf29f0a832d5e8e5ef56bd22d8c9,3e6d738d62684556203227dcf0184813e61c413b0eb8717f706129700d34a1e7,Port Coquitlam,30,Male,Blue
ea999833195e1a4775027c5143d3888605cf400124155fdd8909a44645c0e025,b8e1f5135a2d30c633e2b3ce29db870bf099bb29d5b7824298a6fbdb20e52fd4,Témiscouata-sur-le-Lac,35,Female,Blue
701efc23ef2b6fb3412635cf7145614b4eaaaa5496c230be05d1abafdad500c6,f5e33384589f42aa0635f0fd2b1405403e354f56c1fa83cac33c3f7b3917ce73,Barkmere,20,Male,Orange
82edb34d09a91040dcc41bea9488962dcd4b3005bf90d16596c58c3d34d7cb25,16e8c2d61948f9969cbfad1b6ec698f2123bc4888c9546f4b3245248b1e6b874,Boucherville,70,Male,Blue
206e81ac73f0f9c7d30415c12370fa4b96fde21adfbe1f93dab16eea759f7452,4b1f401aea6f8b7141ff2d3c4648adbfffb463a4281f07747796b79196a617d8,Steinbach,75,Male,Green
1d700c29f6b82c3cdf0fc444298838029c6d0fbe716137e6ddac373e037239c8,53a585e99f70a2709b751f6b4a2aabc93ae36c629088dea4bdbbf794a7812697,Thunder Bay,45,Female,Green
7bed5062159bcf967b661a00b4272942fc58c6ac028170f356d31af2a6b8c102,2e8c6fc5e7e174e7acea7a2d4fbb640ac6c500e87942a05e0163aa786454f3c5,L'Île-Dorval,95,Male,Green
b22cdce7bb364e6b97208ce2b19333ae1b1ac3e7452c6e58621d5915550e1e92,7644f50996a1fc7c5c628422cb02d485d275b2299633b2c67751a17a2ed7193d,Otterburn Park,65,Female,Green
cb43cf6bb3eb5d0d07535ac3111468e127619ca31b88faf16d37196e4d8c494b,23e706a9dc26365a9700d983b854c9c94a4887d0ba2c65ff621b8ca6fa6b9a5c,Portage la Prairie,70,Male,Blue
f1b8546fe7fea13f01b9e318d516931a3f4b5d81ff0d82c687ff3fc1bcf056b7,9df147ded1777c84a2669c5778a1d9d256ccddbe5e3dd3d99b93d91bf11e4d3d,Macamic,100,Male,Purple
f2ac46cada2ceb42f494660e05b4b6ced986c1b79cd9d1d397cc22df71869a23,becb0aaaddf28a39367a987aba47bf580ba777cdce4903157d77203e4e34e5bc,Merritt,85,Female,Purple
dc6560163e7bf48362b4a32bbc9ecb12c3beccb88ae660597e3aa96e45a2e4ee,c189bacd02001ca8beba7fcef06050cae6dc0b95241fb4208b6f6bbb68fb9fc1,Maple Ridge,30,Female,Blue
d1e1236b5e4257c405344334cbf4da0292b1d616dfdf8d84bbe5045e4cd07b6d,9fdf8b3ffa5ee740e394aa9390ad8b4916e666b23a8703acb9fa23170b3a9a5e,Rivière-du-Loup,90,Female,Green
bd81323964ecc9dfbfcf5128902bf2733406b4f7c31fd0043002ad9c9bd2b8f6,b8f2f7f2ff39ef6abf8c445e987d5b21c9a97ce01787d34a454d8df60cbd7b15,Hampstead,95,Male,Red
387a279afed4ad06654dc7d42d45a3ee0f5be6fa1d69e3247ea7ed3434769c20,2cfdc257083e64fd36fe4db50740798e7e9777de8b27bfc7ad5919a665bc50a5,Boisbriand,90,Male,Blue
1f27d0885070943164b11d8a98c7ca42bbab18a69a805ba46d227f9d6e138642,4edba163b9a57ede51529bd5ab0e9882a19bb3a3343033535ade006d3acf953f,Alma,65,Female,Orange
43d0ff184eea3c1cb9205a545b83d9af09a362ebbe76700ede90a402dd23a1f8,13b9004eeab77adbf371c205d5c146a5a1cba5ec81fc98df5d36531fbf5edde3,Mont-Tremblant,100,Male,Red
a489bea2487609718b145716ec54b38b142f935919e673c105a74c203b046c91,931ee2a13c7868a4c40ad95d23607dac587593f15086c776218e62b867a8bc7f,Saint-Constant,35,Male,Purple
dc96b9b9e9bac32645a06d26527160a09a882580d9054d8b2d71e90e08d33bc4,eab1a139e34718b24d6b41cbcdb5646f4113fb82bc1cc7c62d5187fc030356c5,Coaticook,35,Male,Purple
4a46149a0daf3aa8e102b331ec642fa35196ecdfb37fe06823d6b7e0ad67b430,df3a501e50f3440bfe901797260d8ffb23e6d9ecff8e9e7a09f774257bc8d19c,Montréal-Ouest,60,Male,Purple
c7f8ec55502130a0566192b2ec8f3a9d0f593001c9481c09713a765fc81ec4cf,e15cde3dafdb99fd152d4e17d88def199ea173f95c2dc775d70a8c67e10facd7,Chandler,95,Male,Purple
cfadfc77e4d3964510ac20d93070d68da7b8b033060a5d3f25aaf4c5eb492d5f,3525e1cd77958abf6c6012f8946c7dd9d07c1eb5264d780696aaab0211d50378,Danville,35,Male,Purple
81c427f929e7d5b7d27c2bf00de67efc6bc4218cb2716f46552eed462058be70,e02da9c219bcc8f46223cbcbd713bd1e20cbcb8ff896ec6b6be26bb87f4c1b07,McMasterville,85,Female,Purple
44833f3d86892fc496bc390ebf6074dfa7d92db58d9ecdf1378bbfd192abdf56,757e298392d35fb1b6e2268331f83dd907aaa560ef10af50f920e44bbf2e526e,Trois-Rivières,80,Male,Purple
b4eca5e6596f4a860c782859d1460bb2188a9797b179bcfd45a1a406ea92f892,d47f02435d661888afd75ec8fcd9a9b1dcf79f370d8d60499060054a18d662db,Elliot Lake,40,Female,Orange
f768e1f383e5e99c6fe50c413723e91752bfa2f8bc58cece949a058bf73f41f0,0a3154939e582102ee2a4b59a35e1c40f1c7cf80b8bd2f0426829b0c2a8ee329,Huntingdon,90,Female,Green
f2a2fffd638dcd059e960a7b34412f105d1d322dc7d5958e53204a7499e71c82,2c128ab6637c3005e5e3ae0055265cf959a3e7edd0cc0e7040cc0de6e0953b1f,Marieville,35,Female,Red
8cf8e56bf577a90fd00c3e694af7e3e2291fc5a1ff2c57b377b59e4b769e19d0,c30092de2075f531282a737c4917dcaeb2621e813df455f2082802955138ee49,Chestermere,85,Female,Purple
5599c38a2c6a2a27e2a1f3b8534d3862207a4773c5958bba71f6f097f04dacef,3830d96319a87d0ded3bfa9d5943e8b5014d4f9a814f425c1484d3518edf19bb,Melfort,35,Female,Orange
071bc12d37fa2c213abfb1ca00bd4c7b401d579f2a64df35e2cfa14fae2f820c,99b339258ee1a382afc2108429e60226c1de7149510f4c766677d85ad4f3fa95,Mascouche,90,Male,Purple
40f34b2ce29c874610d57282b4dc4911e8adfef2ceb5a904ff31de34375dbe13,6d76a2b3354dfd358104a78b37ad2b910c9f7645d0f60e6dd4c681f5d0a6e00b,Prince Edward County,35,Male,Purple
c3d5b9c9bb59d358bced96dd73a69006fca693829c92841014db2cbee11ee82c,3a09440c9f4250163808397d7a834fead3075da69165ba7c653dfd29ddc4f10d,Dartmouth,50,Female,Red
b25959483c6d8799c0b39850e505a56343bddd8510478463c421d24fd347a83d,dc9f39adf9d6db69cc142a07a1856e43f2007bcc7c02941495a2d50c3e839626,Fermont,20,Female,Blue
a0fb5e0e4562039aad3312582b5709a8b913b0efc51348621e8102c8e93a3037,58bc24007aec8f380c52b01134075e217435e3ef16861a927a95f46559dbfa3b,Rigaud,55,Female,Orange
a4e3edea8038b1e03d60202b2d59bf54e0ab292cfda1e808c115f91e73f9069b,6b6f1660a1ed85973d82b6e2bca4365a2620f0311efab6a4cedcc1fe67a2db48,Matane,20,Female,Blue
4889b2878651a6e5f3884c83f084ed084edcbb3f4f0884db263b2a946a78b80a,b65e498bcb4768deb2b2245f60f84ccff73898d681282f46b5f9016a352edd7a,Hamilton,60,Male,Orange
ba0d6533ae6739fad397f57128ce3b997c516544862df4b8ed1027be944414bd,5640afe9bdb3366cdf247464f6328af06acc4400b843c2afa3e87da406beca21,Mississauga,95,Female,Red
943a59effe413f15c72bba1dcdeed1a882c1dd49f3dac55736dc343e5b8258d6,1ee5c75e68435eaa4ae7dbecefd9bfe7bde7e013c207001c5ac14e4566c0a0a5,Cranbrook,70,Female,Purple
fba850d1f28edfc1275f4e9af3ee8f828bd9aea60348e33a5d6232a31cd4bcf2,3cf172f42c13338780ed2d2bb183af4655f09af3d91b2357c30b64de3693ac1e,Beloeil,100,Male,Blue
a1b88c0d400d3329b31bb63e51e142b4fb4d60b72a41eace7802380dc62164d7,d1edbae7920982fb96f822579b5072c6b340e5669d48ab8a95c79e9dff0ae2b9,Richelieu,75,Male,Red
a0f4ceed57a7eae838458527962361f21303bedca1ede8d998d97dc1bc027f42,d9e8eadf029058ce26590c385e72d506e9fb3495242b3bf22166a7bb2d3c8ac5,Saint-Bruno-de-Montarville,20,Male,Purple
ac1415569213a60628e1ece0493857404c46c2c8417d38fb5b54d5bfdf785d44,2fc80718940e30fb468899da3270676d142abf4e4c562508435281234b26581b,Richelieu,95,Female,Green
ac150cff1ad02a0237881d913325ad9d2faf9815a8912591840fc1f1efd63d83,245ca036de9fee23077db066a53c277347e267eb8956f02b99eefb32a5027ba4,L'Épiphanie,80,Male,Purple
14376912b09fe3bed1af5c42158ee5228b6ed2328a9ab00792be7bb12976cfc8,819fed2183980d240e986adb13240da7e3fd2d40ab2f1442f1d4855d561a2035,Guelph,55,Male,Blue
b543a2572742fc6e04626b780f93aae1664d4d47b4304535c5690dcf016984c6,42a6d94c8a7cea4c926712b7a6f91a3808baf126266ae6849fe68f0cb8554b15,Woodstock,35,Female,Orange
014f2e79966c9c12c4b311782923a5b0318ad52f19f9b54b3be9cdce63bcd86f,042086e28189c737a693011cac4a41cfffb3120d6bc16340770f06d9cf505e36,Niagara Falls,60,Male,Blue
24bf22c35b53b24b8bae605138dccaeb1f2f39d8339fcd1c9ef99c6ee75944a7,1b92fd44700a903956bc2142f5685735bd8a626fcecb1c8e7feb7a66c6894599,Prévost,25,Male,Green
d298c4ee4826034ccbbb82bd30bbeeaa7e18a68d95aee07699d7c32a7801b14e,e0d0c8994d7911096fcc4d76f7f82ce996147d2f24b103cc67154133cd146dd1,Colwood,95,Male,Green
b6fa412110540db0b69636d4da4339cd5bf7bbe71aba956ce287401b6f6f3fc8,1ef3223d71f3e9dfde86bf6872cd7a9199ab10b68eff7530a4a9ef2838814122,Alma,55,Male,Orange
9eda35fe3bca77ae92c0d4809f0535b9ee8a37c3410784c96e185d73d37a67fa,f506838d0a48ed077885ab84510316bc9ea2e17ce81611a8e65dc676a4b7a850,Estevan,45,Male,Red
50bb6e9c2ffda07323312d7e62874743f8a416fcfa9d7ec8fc8416e0542a5fc9,57d0bf915b457ad37b669bbc2e2869ee9beff1523f4b8c3a0f86f9ad08b82f90,Saint-Sauveur,90,Female,Red
